titulo,textos,verdadeira
"“Não faz mal hidroxicloroquina, não faz mal ivermectina, a Annita a mesma coisa.”","“Não faz mal hidroxicloroquina, não faz mal ivermectina, a Annita a mesma coisa.”",1
“Comigo deu certo [a hidroxicloroquina].”,“Comigo deu certo [a hidroxicloroquina].”,1
"“Olha, pessoal, se informe: país da África Subsaariana, é um país ali, o pessoal tem um IDH ruim e obviamente tem um poder aquisitivo baixo. Quase não existe morte lá, a morte tá lá embaixo, porque trata com hidroxicloroquina e com ivermectina.”","“Olha, pessoal, se informe: país da África Subsaariana, é um país ali, o pessoal tem um IDH ruim e obviamente tem um poder aquisitivo baixo. Quase não existe morte lá, a morte tá lá embaixo, porque trata com hidroxicloroquina e com ivermectina.”",1
"“Eu, o pessoal diz que eu sou o machão e o grosso, eu tomei imediatamente a hidroxicloroquina. ”","“Eu, o pessoal diz que eu sou o machão e o grosso, eu tomei imediatamente a hidroxicloroquina. ”",1
“Tratamento precoce é a chave da solução. É a chave dessa questão.”,“Tratamento precoce é a chave da solução. É a chave dessa questão.”,1
"“Ivermectina, azitromicina, hidroxicloroquina, Annita, tem dado certo, pessoal.”","“Ivermectina, azitromicina, hidroxicloroquina, Annita, tem dado certo, pessoal.”",1
“Não tenho autoridade [para decidir sobre questões ligadas ao isolamento social durante a pandemia] porque me foi tirada a autoridade pelo STF.”,“Não tenho autoridade [para decidir sobre questões ligadas ao isolamento social durante a pandemia] porque me foi tirada a autoridade pelo STF.”,1
“Agora eu lamento que essa decisão para quem decida se fecha ou não venha do STF e delegou isso para governadores e prefeitos.”,“Agora eu lamento que essa decisão para quem decida se fecha ou não venha do STF e delegou isso para governadores e prefeitos.”,1
“Gastamos na ordem de R$ 700 bilhões [em medidas de combate à pandemia].”,“Gastamos na ordem de R$ 700 bilhões [em medidas de combate à pandemia].”,1
"“Quando é que nós vamos ter gente com coragem — que eu não sou especialista no assunto — para falar que a proteção da máscara é um percentual pequeno. A máscara funciona para o médico que tá operando, a máscara específica. A nossa aqui, praticamente zero.”","“Quando é que nós vamos ter gente com coragem — que eu não sou especialista no assunto — para falar que a proteção da máscara é um percentual pequeno. A máscara funciona para o médico que tá operando, a máscara específica. A nossa aqui, praticamente zero.”",1
"“Eu não sou médico, mas isso prejudica a pessoa. Ela tá inspirando parte do CO2 que ela expirou.”","“Eu não sou médico, mas isso prejudica a pessoa. Ela tá inspirando parte do CO2 que ela expirou.”",1
“Vimos aqui em Araraquara um prefeito prendendo uma mulher sozinha em praça pública.”,“Vimos aqui em Araraquara um prefeito prendendo uma mulher sozinha em praça pública.”,1
"“Covid, eu não tenho nada a ver com Covid, segundo o STF. Quem trata disso são os governadores e prefeitos.”","“Covid, eu não tenho nada a ver com Covid, segundo o STF. Quem trata disso são os governadores e prefeitos.”",1
“Já assinei um checão de R$ 20 bilhões para comprar a vacina.”,“Já assinei um checão de R$ 20 bilhões para comprar a vacina.”,1
"“Nós nos endividamos em mais de R$ 700 bilhões para conter a pandemia, dar o auxílio emergencial.”","“Nós nos endividamos em mais de R$ 700 bilhões para conter a pandemia, dar o auxílio emergencial.”",1
"“Eu não inventei a hidroxicloroquina. Nós ligamos para nossos embaixadores que estão na África Subsaariana. O cara chegava lá com malária e Covid, tomava hidroxicloroquina e se safava.”","“Eu não inventei a hidroxicloroquina. Nós ligamos para nossos embaixadores que estão na África Subsaariana. O cara chegava lá com malária e Covid, tomava hidroxicloroquina e se safava.”",1
“Não precisa ser muito inteligente para entender que [hidroxicloroquina] serve para diminuir a carga viral.”,“Não precisa ser muito inteligente para entender que [hidroxicloroquina] serve para diminuir a carga viral.”,1
"“Nossos esforços sempre tiveram como foco principal a preservação da vida e de empregos, pois saúde e economia caminham juntas, lado a lado. ”","“Nossos esforços sempre tiveram como foco principal a preservação da vida e de empregos, pois saúde e economia caminham juntas, lado a lado. ”",1
"“Eu não tenho esse poder. Prefeito tem, governador pode fechar o que quiser.”","“Eu não tenho esse poder. Prefeito tem, governador pode fechar o que quiser.”",1
“Eu já estou imunizado pelo vírus.”,“Eu já estou imunizado pelo vírus.”,1
"“Outros agora estão tomando ivermectina, que dá certo também [no tratamento da Covid-19].”","“Outros agora estão tomando ivermectina, que dá certo também [no tratamento da Covid-19].”",1
“Nós temos várias embaixadas na África Subsaariana. O número de mortes [por Covid-19] naquele país é baixíssimo porque lá tem muito problema com malária. E como se combate malária?Hidroxicloroquina.”,“Nós temos várias embaixadas na África Subsaariana. O número de mortes [por Covid-19] naquele país é baixíssimo porque lá tem muito problema com malária. E como se combate malária?Hidroxicloroquina.”,1
"“Em 2016, 2017, tinha uma matéria na Globo dizendo que as grávidas podiam tomar hidroxicloroquina. Depois a Globo mudou.”","“Em 2016, 2017, tinha uma matéria na Globo dizendo que as grávidas podiam tomar hidroxicloroquina. Depois a Globo mudou.”",1
"“Lá na África o cara chegava com malária e covid-19, tomava hidroxicloroquina e se safava das duas.”","“Lá na África o cara chegava com malária e covid-19, tomava hidroxicloroquina e se safava das duas.”",1
“Há dois meses a Sociedade Europeia de Cardiologia disse que a hidroxicloroquina não causa arritmia.”,“Há dois meses a Sociedade Europeia de Cardiologia disse que a hidroxicloroquina não causa arritmia.”,1
"“A pandemia realmente, ela tá chegando ao fim. Os números têm mostrado isso daí [gravado em 13 de dezembro].”","“A pandemia realmente, ela tá chegando ao fim. Os números têm mostrado isso daí [gravado em 13 de dezembro].”",1
"“Agora, os números têm mostrado que o Brasil, em mortes por milhão de habitantes, tá cada vez mais abaixo do topo do número de mortes. Então é sinal que o Brasil se saiu muito bem. Então baseado no que isso daí, com toda a certeza? Com toda a certeza, foi o tratamento precoce para combater o vírus.”","“Agora, os números têm mostrado que o Brasil, em mortes por milhão de habitantes, tá cada vez mais abaixo do topo do número de mortes. Então é sinal que o Brasil se saiu muito bem. Então baseado no que isso daí, com toda a certeza? Com toda a certeza, foi o tratamento precoce para combater o vírus.”",1
"“Como é que eu descobri a hidroxicloroquina? É muito simples. Na África Subsaariana, por exemplo: o elemento chegava com malária, que é muito comum, e com a Covid-19. Tomava hidroxicloroquina e se curava. Qualquer pessoa com mediana inteligência entende que a hidroxicloroquina serve para duas coisas.”","“Como é que eu descobri a hidroxicloroquina? É muito simples. Na África Subsaariana, por exemplo: o elemento chegava com malária, que é muito comum, e com a Covid-19. Tomava hidroxicloroquina e se curava. Qualquer pessoa com mediana inteligência entende que a hidroxicloroquina serve para duas coisas.”",1
"“E no Brasil, deu certo [a hidroxicloroquina].”","“E no Brasil, deu certo [a hidroxicloroquina].”",1
"“Eu, por exemplo, tomei [a hidroxicloroquina].”","“Eu, por exemplo, tomei [a hidroxicloroquina].”",1
"“O que coube ao governo federal? Meios e recursos para estados e municípios. Todas as medidas restritivas são de responsabilidade exclusiva dos governadores e prefeitos, segundo o STF.”","“O que coube ao governo federal? Meios e recursos para estados e municípios. Todas as medidas restritivas são de responsabilidade exclusiva dos governadores e prefeitos, segundo o STF.”",1
"“Estamos com uma pequena ascensão [no número de casos] agora, chama-se de pequeno repique, né, pode acontecer [gravado em 13/12/2020].”","“Estamos com uma pequena ascensão [no número de casos] agora, chama-se de pequeno repique, né, pode acontecer [gravado em 13/12/2020].”",1
"“Se o cara não quiser ser tratado que não seja, eu não quero fazer uma quimioterapia e vou morrer, o problema é meu e nós do Governo Federal já vínhamos dizendo isso, a vacina uma vez certificada pela Anvisa vai ser extensiva a todos, queiram tomar, eu não vou tomar.”","“Se o cara não quiser ser tratado que não seja, eu não quero fazer uma quimioterapia e vou morrer, o problema é meu e nós do Governo Federal já vínhamos dizendo isso, a vacina uma vez certificada pela Anvisa vai ser extensiva a todos, queiram tomar, eu não vou tomar.”",1
"“Alguns falam que eu estou dando péssimo exemplo, o imbecil, o idiota que está dizendo que eu estou dando péssimo exemplo, eu já tive o vírus, eu já tenho anticorpos, para que tomar vacina de novo?”","“Alguns falam que eu estou dando péssimo exemplo, o imbecil, o idiota que está dizendo que eu estou dando péssimo exemplo, eu já tive o vírus, eu já tenho anticorpos, para que tomar vacina de novo?”",1
"“O que é pior, mexer no sistema imunológico das pessoas, como é que você pode obrigar alguém tomar uma vacina que não se completou a terceira fase ainda, está na experimental?”","“O que é pior, mexer no sistema imunológico das pessoas, como é que você pode obrigar alguém tomar uma vacina que não se completou a terceira fase ainda, está na experimental?”",1
"“Até há poucas semanas, estávamos entre os países que mais mortes tinham por milhões de habitantes, hoje estamos se não me engano décimo sexto, isso vem da onde? Do tratamento precoce.”","“Até há poucas semanas, estávamos entre os países que mais mortes tinham por milhões de habitantes, hoje estamos se não me engano décimo sexto, isso vem da onde? Do tratamento precoce.”",1
"“Doutora Raissa, eu não sou médico, eu sou um capitão do Exército, a minha especialidade é outra, diferente da tua, ligamos para embaixadores da África, nós, são países mais pobres do que nós, por que o número de mortes é pequeno? Presidente, chega aqui o caboclo com malária e com a Covid, toma hidroxicloroquina e se safa, será que precisa ter muita inteligência para entender que a hidroxicloroquina serve para as duas coisas”","“Doutora Raissa, eu não sou médico, eu sou um capitão do Exército, a minha especialidade é outra, diferente da tua, ligamos para embaixadores da África, nós, são países mais pobres do que nós, por que o número de mortes é pequeno? Presidente, chega aqui o caboclo com malária e com a Covid, toma hidroxicloroquina e se safa, será que precisa ter muita inteligência para entender que a hidroxicloroquina serve para as duas coisas”",1
"“(...) por que politizaram? Por que em alguns estados se perseguiu, se proibiu a hidroxicloroquina, ivermectina a troco de quê?”","“(...) por que politizaram? Por que em alguns estados se perseguiu, se proibiu a hidroxicloroquina, ivermectina a troco de quê?”",1
